species,pond_area_m2,pond_depth_m,stocking_density_per_m2,stocking_count,initial_average_weight_g,initial_biomass_kg,culture_days,survival_rate,mortality_rate,growth_rate_g_week,harvest_average_weight_g,surviving_count,production_kg,production_kg_per_ha
Litopenaeus vannamei,460.6246983683446,1.347404718664889,110.3523929835622,50831,1.4012320559940674,71.22602663823444,99.0,0.9025694880903704,0.09743051190962959,1.3266961850107535,20.123997245513593,45879,923.2688696269181,20043.84204532198
Litopenaeus vannamei,2458.644767818687,1.6042347730752342,60.98668190846057,149945,0.22054856563703332,33.07015467444496,114.0,0.8044574369671446,0.19554256303285544,1.1502266344422598,18.952810897982406,120624,2286.16386175823,9298.471628280477
Litopenaeus vannamei,451.1210834353109,1.584784535638015,25.512561496519282,11509,0.03231233841366664,0.3718827028028894,127.0,0.8903511995866746,0.10964880041332536,1.8191493452015166,27.166469902163385,10247,278.3748170874682,6170.733918433368
Litopenaeus vannamei,111.79904817664378,1.688364234414044,137.33412023246768,15354,0.14277187971473737,2.1921194411400773,143.0,0.8483162995504028,0.15168370044959723,1.1448443438194496,23.083656176566745,13025,300.66462169978183,26893.307823580777
Litopenaeus vannamei,266.59498678370227,1.1581428875994726,83.37031755828562,22226,0.06868302881095621,1.5265489983523128,107.0,0.85163032058009,0.14836967941990997,1.163900020647176,17.859726201560644,18928,338.04889754313984,12680.242101379446
Litopenaeus vannamei,399.68027237323446,0.8315202979331275,106.10314018996735,42407,0.03820586670682224,1.6201961894362107,119.0,0.859397684135862,0.14060231586413796,1.449574047042503,23.22920010604475,36444,846.5649686646949,21181.054637446425
Litopenaeus vannamei,4292.582921735796,0.801629065190568,26.63227007337655,114321,0.04050864873723612,4.63098923228957,136.0,0.9192689340285838,0.08073106597141622,1.1246899952703608,21.681911073097417,105092,2278.595398493954,5308.21521689453
Litopenaeus vannamei,875.7538393206602,0.9083618628424679,31.54590047336029,27626,0.027851913006024645,0.7694369487044369,125.0,0.8388312458196189,0.16116875418038112,1.5064713576912794,24.599573780222606,23174,570.0705227828787,6509.483569322332
Litopenaeus vannamei,106.96166655210604,2.0837260688776356,99.31066830528405,10622,0.15740823997196693,1.6719903249822328,123.0,0.8544634236587954,0.14553657634120465,2.047813030221455,27.881778458262623,9076,253.05502128719158,23658.477793436083
Litopenaeus vannamei,407.0693732512666,1.51719466723961,62.00642868192295,25241,0.01554384104074101,0.3923420917093438,108.0,0.8726603383145941,0.1273396616854059,1.2082739622266059,18.65748497253695,22027,410.9684214900714,10095.783384725388
Litopenaeus vannamei,4610.927926746679,1.2746673019159307,75.78153200825497,349423,0.04228195145899047,14.774286324654826,125.0,0.8091779586561105,0.19082204134388947,0.9425547231600898,16.87361629360345,282745,4770.930638934908,10347.007619139085
Litopenaeus vannamei,1312.6866162663596,1.572965413656126,45.129795515385,59241,0.15501880050604147,9.183468760778403,122.0,0.8734788060878356,0.12652119391216443,1.8095028412640608,26.461481050514386,51746,1369.2757984399175,10431.094379056847
Litopenaeus vannamei,146.90516562467846,1.4774762554927063,45.55456582224158,6692,0.06640632222744995,0.4443911083460951,131.0,0.8333753715152625,0.16662462848473747,0.9219657241425556,17.320336302609565,5577,96.59551555965355,6575.365484862607
Litopenaeus vannamei,130.90354909073992,1.3114869699844598,105.16322702812774,13766,0.15680596739641134,2.1585909471789986,171.0,0.8050627604003501,0.19493723959964993,1.2214181569180418,28.18254305555856,11082,312.31894214169995,23858.706987784288
Litopenaeus vannamei,582.0696877710454,1.4415480808212027,75.24583414668624,43798,0.29267554249412153,12.818603410157536,113.0,0.7383021535111969,0.2616978464888031,1.8779469285064587,25.648777593346537,32336,829.3788722584536,14248.789959058755
Litopenaeus vannamei,1153.5722125358095,1.691258978662034,65.12473371826547,75126,0.05417440683137438,4.069906487613832,122.0,0.720671664531859,0.27932833546814095,1.3723898862346833,22.894927751050314,54141,1239.554283369615,10745.354906259381
Litopenaeus vannamei,4177.658143937302,1.8980798589348042,25.33383776746431,105836,0.012804059623272742,1.355130454288694,105.0,0.8702444070743646,0.12975559292563543,0.7769235292041229,11.666656997685116,92103,1074.5341094577923,2572.0967882859845
Litopenaeus vannamei,2079.003215530001,1.962426106567395,72.3680916138019,150453,0.21496822374997707,32.3426141678553,117.0,0.8876694055450793,0.11233059445492066,1.1566300767995403,19.547213793113723,133553,2610.5890437117173,12556.926435759258
Litopenaeus vannamei,672.7903949358891,1.9098118023526789,58.54470718297817,39388,0.024444447715227757,0.9628179066073909,134.0,0.9188016029889376,0.08119839701106235,1.4236148479545478,25.11128422059823,36190,908.7773759434499,13507.585464712945
Litopenaeus vannamei,7887.788630910237,1.1114179926003893,29.10373359535899,229564,0.023673994245268778,5.434696814920882,151.0,0.8817289801422048,0.1182710198577952,1.568011587192323,28.831518886498067,202413,5835.874232372733,7398.618935481392
Litopenaeus vannamei,379.5851472718884,1.4153235215850324,77.59159636959919,29453,1.2464777424589464,36.71250894864335,120.0,0.7363951342300243,0.26360486576997566,0.8930080979522497,16.55518799306894,21689,359.06547238167224,9459.418393008977
Litopenaeus vannamei,887.6082084749496,1.3519082609446058,86.45318795850416,76737,0.08195483514542011,6.288968184554102,145.0,0.8571326632513377,0.14286733674866225,1.518495046444288,27.597321512463175,65774,1815.1862251607529,20450.309132218685
Litopenaeus vannamei,1989.0106341725957,1.3559054911513415,76.92877826026088,153012,0.08945941744643363,13.688364382313702,130.0,0.7557321921889952,0.24426780781100477,0.841385639824177,15.715192728466866,115636,1817.2420263489946,9136.411817651971
Litopenaeus vannamei,1051.589443102688,1.998774759442377,38.317470959499786,40294,0.21259236140709772,8.566196610537595,136.0,0.8528296540094399,0.14717034599056011,2.064834286579997,29.84552267390988,34364,1025.611541166239,9752.965360133307
Litopenaeus vannamei,2480.5803996492746,1.5706040484469523,149.4124321541783,370630,0.13119728338224895,48.62564913996293,140.0,0.7809962134349375,0.21900378656506247,1.4360347615924725,26.164121337435805,289461,7573.492726455506,30531.13185739237
Litopenaeus vannamei,1225.176939158623,1.2073476921669812,103.10396492621966,126321,0.06257160071920607,7.90410717445083,119.0,0.8134853515336646,0.18651464846633536,1.3903067784302308,22.659691293606603,102760,2328.509877331014,19005.49873988073
Litopenaeus vannamei,418.60004653642744,1.5014974710624718,38.018716749475196,15915,0.01118887089345397,0.17807088026931994,130.0,0.8770624331941281,0.12293756680587187,1.314622563372007,23.3664475479512,13958,326.1488748743028,7791.419938266076
Litopenaeus vannamei,169.5316125465996,2.0243226736293507,134.47121468061005,22797,0.11861049081020833,2.703963359000319,116.0,0.9406574933889948,0.05934250661100515,1.2070344752148898,20.100159591600733,21444,431.02782228228614,25424.628233498835
Litopenaeus vannamei,1248.242167430933,1.1688533995322894,78.08125231608457,97464,0.7423841793379508,72.35573165499403,137.0,0.9332744090193508,0.06672559098064923,0.899908669324841,18.35488242183841,90961,1669.5784599728438,13375.437102954815
Litopenaeus vannamei,1688.5012976077955,1.0327336946852914,88.11831638734537,148788,0.26047066175924927,38.75490882183518,146.0,0.9321842386572464,0.06781576134275358,1.0049818412417704,21.21546523852012,138698,2942.542597652264,17426.94898618761
Litopenaeus vannamei,1270.0102923594018,1.5859542050686224,73.67373438227281,93566,0.6727388914436345,62.94548711681511,105.0,0.9043039239387212,0.09569607606127883,1.1742190071013674,18.286023997964147,84612,1547.2170625157423,12182.712784487368
Litopenaeus vannamei,452.5038421372715,1.0273404699502637,125.99570240105584,57014,0.2943509911742062,16.78212741080619,159.0,0.8440541253457136,0.15594587465428644,1.8196969141931962,31.885202664725927,48123,1534.4116078346058,33909.36087055648
Litopenaeus vannamei,174.3326591547675,1.2692475672665793,25.911258671486728,4517,0.6611447878366092,2.9863910066579638,128.0,0.87450851092255,0.12549148907745,0.8313279119456094,15.862569463413465,3950,62.65714938048318,3594.114245963401
Litopenaeus vannamei,9965.961115413276,1.2410768991680512,102.277026132056,1019289,0.48771350734031466,497.121013183402,115.0,0.8995719785918885,0.10042802140811147,1.0440720883626975,17.64032638758463,916924,16174.838632609648,16230.084028316918
Litopenaeus vannamei,8944.623268279383,1.3973565348076782,139.4501923934998,1247329,0.905855245951587,1129.8995180775469,133.0,0.8232036286584857,0.17679637134151427,1.2868253730511454,24.161821367591646,1026806,24809.50315117131,27736.778181764326
Litopenaeus vannamei,301.27031169302796,1.4167073135869765,141.3007592232769,42570,0.02984631107951226,1.270557462654837,139.0,0.7715092492302873,0.2284907507697127,1.5532128699033105,26.999823634592474,32843,886.7552076309206,29433.872944455885
Litopenaeus vannamei,363.4739825533025,1.8610491274952563,72.12050861156936,26214,0.03036174668207313,0.795902827523865,143.0,0.7525698121407902,0.24743018785920978,2.288442986128864,31.702272204880206,19728,625.4224260578767,17206.80037851568
Litopenaeus vannamei,111.98230110951562,1.6119216242471333,43.21179874458063,4839,1.2392643807513524,5.996800338455794,143.0,0.8889601121458174,0.11103988785418262,1.750943637444021,29.713928639363743,4302,127.82932100654283,11415.136118834464
Litopenaeus vannamei,1276.629024927032,1.2833283920189038,38.94410949513193,49717,0.561189845650193,27.900675556190645,138.0,0.857029490020611,0.14297050997938898,1.6337177433603927,27.815773726305384,42609,1185.2023027041462,9283.842679136082
Litopenaeus vannamei,1102.476605551885,1.6185229275965678,31.953779897551325,35228,0.21864756098484134,7.702516278373991,125.0,0.807052590211369,0.192947409788631,0.7824477335428978,14.190928517108016,28431,403.462288669898,3659.599547402007
Litopenaeus vannamei,672.0947243027827,1.558044165899292,38.44164413320993,25836,0.1587686190960911,4.10194604296661,160.0,0.834059283584033,0.16594071641596697,1.3057299158495863,27.66163332637285,21549,596.0805365500086,8868.99591673436
Litopenaeus vannamei,3616.4473223678574,1.539283016530204,72.57799421027448,262474,0.11139075831167974,29.237177897099826,133.0,0.8616068051462116,0.13839319485378843,1.3650587903254958,24.430217817251723,226149,5524.86932915366,15277.062920237062
Litopenaeus vannamei,515.3050195114911,1.7180299965185606,49.1935590486799,25350,0.014768244996447598,0.3743750106599466,101.0,0.9218457027785856,0.07815429722141443,1.4370401846886576,20.52135298893297,23369,479.56349799837466,9306.400672227113
Litopenaeus vannamei,512.3833602714548,1.6844065102016756,108.79048602025628,55742,0.20920018482496378,11.661236702513131,125.0,0.9229973147307848,0.07700268526921517,1.567337613124615,25.230125136486958,51450,1298.0899382722541,25334.349998886402
Litopenaeus vannamei,185.40056795674604,1.1805713157935804,44.01116997134974,8160,0.12023836539480814,0.9811450616216345,138.0,0.9363656775250709,0.06363432247492906,0.8452431860274162,16.783604032792443,7641,128.24351841456706,6917.104938129763
Litopenaeus vannamei,217.66625286735362,1.3983464390993023,75.26001263569825,16382,1.8302605025838419,29.983327553328497,170.0,0.8628453654461982,0.13715463455380184,1.9860418258675168,35.13699482736175,14135,496.6614218847583,22817.56658839646
Litopenaeus vannamei,2109.0105170190773,2.059536740607725,46.077126176365795,97177,0.16517017388340766,16.050741987467905,143.0,0.8647625140166383,0.13523748598336172,1.2055974163599334,23.976288471625487,84035,2014.847401713048,9553.519934840717
Litopenaeus vannamei,128.28982211029742,1.5094525241426868,88.96336640917401,11413,1.2801510255929358,14.610363655092176,123.0,0.8339052369511573,0.16609476304884274,1.4030958613381121,24.229611030498607,9517,230.59320817725524,17974.396127777174
Litopenaeus vannamei,2021.5177782159496,1.7224732398177212,29.802370984647805,60246,0.1076039901106357,6.482709988205359,132.0,0.9025648865738878,0.09743511342611222,0.8536742815226956,16.205461870252897,54376,881.1881946568715,4359.042518213946
Litopenaeus vannamei,2980.593844491473,1.1416964751375458,92.16919970571436,274719,0.18258127387517256,50.15854497771353,134.0,0.7878425855351132,0.21215741446488678,1.2305825149261085,23.038761329895927,216435,4986.394308436025,16729.533001121683
Litopenaeus vannamei,132.30517858111702,1.8963390986483333,131.99207993557462,17463,0.15901962977198558,2.7769597947081843,143.0,0.8504785097732332,0.14952149022676675,1.5742326319155613,27.824982881378713,14852,413.2566457542366,31235.107362095183
Litopenaeus vannamei,108.60602497721065,1.3520294827634638,41.397440755840975,4496,0.4694757834981503,2.1107631226076835,142.0,0.9076055700445609,0.09239442995543912,1.4253419114188146,26.58337096721833,4081,108.48673691721801,9989.016441765762
Litopenaeus vannamei,5409.210055031522,1.720172101332814,75.10765999163343,406273,1.6695657734949527,678.2994954951149,162.0,0.853876885627058,0.146123114372942,1.5576572685648897,31.374906261471434,346907,10884.17460644827,20121.560256888275
Litopenaeus vannamei,110.70942269153552,1.7130647950967886,68.81759549299687,7619,0.3382142004580731,2.576853993290059,134.0,0.8403947161087715,0.15960528389122852,1.0688367903259182,20.74735843107861,6403,132.84533603419635,11999.460642508911
Litopenaeus vannamei,5357.069421530691,1.570417981615165,75.66412187078332,405338,0.07954731547186845,32.243549758736215,114.0,0.8951392904661192,0.10486070953388082,1.7299785100279226,24.77085871435426,362834,8987.709750764014,16777.288184172772
Litopenaeus vannamei,9267.470745653816,1.5134163380311856,69.64008362445469,645387,1.6365507080378652,1056.2085518084336,118.0,0.8498576658246861,0.15014233417531386,0.8250702564047341,15.544877887431953,548487,8526.163437843888,9200.097493528556
Litopenaeus vannamei,1934.584970734148,1.6739689818068104,68.04513180198379,131639,0.4690049242029912,61.739339217157564,98.0,0.7732998498145293,0.22670015018547074,1.0787161754530068,15.571031380545087,101796,1585.0687104139677,8193.326911934275
Litopenaeus vannamei,1162.310684049259,1.8222175530311024,53.45095953673284,62127,0.8459622830412872,52.55709875850605,119.0,0.8072708164076675,0.1927291835923325,0.9938987233865815,17.742240580613174,50153,889.8265918394926,7655.669039705581
Litopenaeus vannamei,3743.0366942494084,1.3360676617905503,52.71745558141187,197323,0.09424138222538213,18.595992264859078,101.0,0.8656226488280396,0.13437735117196037,1.2986635630923387,18.83210136398627,170807,3216.6547376784024,8593.703456394884
Litopenaeus vannamei,162.9886460610198,1.0859495061671005,46.076460407094416,7510,0.715275925448953,5.371722200121637,127.0,0.8828875463722696,0.11711245362773037,1.0941119234016587,20.516941857523538,6630,136.02732451538105,8345.81596956484
Litopenaeus vannamei,3384.3087358928888,1.1806806750121572,74.17345834099802,251026,0.1829008826604121,45.9128769707126,99.0,0.8411764240918114,0.15882357590818863,1.798655053080911,23.12512526403194,211157,4883.032075377192,14428.447450994427
Litopenaeus vannamei,303.1271581913452,1.5314416462242961,76.0461853381261,23052,0.018702918082708853,0.4311396676426045,118.0,0.8672452895329021,0.13275471046709786,1.5347399851787844,23.83780585225624,19992,476.5654145983067,15721.633701242987
Litopenaeus vannamei,574.1024501177496,1.7019345938086554,30.859034510827183,17716,0.08355236031584228,1.4802136153554617,147.0,0.8675005411187859,0.13249945888121406,1.3991571393801017,26.765396123763367,15369,411.3573730261192,7165.225874610864
Litopenaeus vannamei,1390.8182893842477,1.4122168380395221,132.45563911389482,184222,0.24373971214742823,44.902217251223526,139.0,0.9029517953608333,0.09704820463916675,1.1711518337743412,22.988057467776315,166344,3823.9254314197833,27494.069215272808
Litopenaeus vannamei,373.5070050587567,1.7780034655418575,66.43124056491747,24813,0.09064359564006123,2.249139538616839,144.0,0.9354257527247369,0.06457424727526306,1.400500259660607,26.35553945107617,23211,611.738426198929,16378.231677413813
Litopenaeus vannamei,383.8409914337268,1.85371229750568,39.4413374586812,15139,0.770384874182383,11.662856610247095,156.0,0.8752845369001023,0.12471546309989767,1.6689149511328125,30.763488355168754,13251,407.6469841943412,10620.204545421113
Litopenaeus vannamei,1045.2569195426834,1.4910965572123627,47.33604925561391,49478,0.2710098595348929,13.409025830067431,122.0,0.8690427739591486,0.13095722604085136,1.8842901848800762,26.95832098690671,42998,1159.1538857950147,11089.655223733542
Litopenaeus vannamei,740.5179646890332,1.6186129358635533,35.59961158420399,26362,0.8703518766657254,22.944216172661854,134.0,0.9152054979496682,0.08479450205033179,1.6030850411485884,27.20983572957757,24127,656.491706647518,8865.304259339602
Litopenaeus vannamei,6088.158443196834,1.2612120633925241,74.04797283065201,450816,1.0103483672758764,455.48120954184145,166.0,0.8866579402319206,0.11334205976807943,1.9211447390536325,33.82973550487331,399720,13522.42187600796,22211.02161215677
Litopenaeus vannamei,311.89556634140934,1.3468521678927998,50.066159070357514,15615,0.498644712108259,7.786337179570464,143.0,0.8619347949182048,0.1380652050817952,1.1044818305103135,22.772006377717346,13459,306.48843383769776,9826.636442218842
Litopenaeus vannamei,1002.2408497424343,1.4922489820102607,114.41902754344089,114675,0.040870178310108474,4.686787697711689,113.0,0.8420379432735233,0.15796205672647667,1.2995720013941354,20.784623970490827,96561,2006.9840752145649,20024.96780819041
Litopenaeus vannamei,8686.846553344967,1.3583034137919736,79.48669182290314,690489,0.02571114178880099,17.753260582607407,128.0,0.7986367358674414,0.20136326413255856,2.0524955894562886,28.554005744746146,551450,15746.10646794026,18126.378048979175
Litopenaeus vannamei,9925.706570349175,1.866322898613636,47.188552765945644,468380,0.041684435496106564,19.52415589766639,138.0,0.931666867513518,0.06833313248648198,1.1275049852371013,22.01297545328772,436374,9605.890150452975,9677.789769796762
Litopenaeus vannamei,7177.90289588778,1.1577494644969197,34.523286509277256,247805,0.02183387570936256,5.410543570158589,141.0,0.8801742248048867,0.11982577519511328,1.2288955109398438,23.88584753834521,218112,5209.78997828355,7258.094813832377
Litopenaeus vannamei,1479.5074703532011,1.3478858331351737,28.069477110343577,41529,0.33322316717016687,13.83842490940986,149.0,0.8042671033599933,0.1957328966400067,1.1681211794288087,24.44946717439442,33400,816.6122036247737,5519.486856188869
Litopenaeus vannamei,507.18134954977006,1.5389945426514808,35.75530955420245,18134,0.024406327791178694,0.4425843481652344,127.0,0.8446172601186782,0.15538273988132179,1.357019981592018,23.422665883201546,15316,358.7415506671149,7073.240192794419
Litopenaeus vannamei,5113.919089729694,1.3196699491849506,72.72718695483209,371921,0.19479003177827514,72.44650340900787,107.0,0.8099064715808257,0.19009352841917426,1.7192741271959249,23.766195870972993,301221,7158.877286450356,13998.808273731904
Litopenaeus vannamei,5840.198009665543,1.6399160584661723,42.16952758185275,246278,0.7329152652647547,180.50090569887325,113.0,0.8803892149910506,0.1196107850089494,1.5049544079414594,23.340419651684513,216820,5060.6697888782355,8665.236658933161
Litopenaeus vannamei,3216.764009147819,2.136454248928448,27.92433399544274,89826,0.014422404167892422,1.2955068767851046,142.0,0.8438414476876511,0.15615855231234888,1.7213007637699365,28.67497314361408,75799,2173.5342893128036,6756.896940937279
Litopenaeus vannamei,711.7107257277679,1.698075130549318,128.0234816455873,91116,0.036718213638083655,3.3456167538476302,126.0,0.8506282688193811,0.14937173118061886,1.2707520018910148,22.29018269760392,77506,1727.6229001604895,24274.228808254775
Litopenaeus vannamei,196.01035387638169,1.6843993248001172,71.60432982227155,14035,1.4156779085494129,19.86903944649101,127.0,0.8917675305145949,0.1082324694854051,1.4459912511828792,25.290551102797867,12516,316.5365376026181,16148.970263185636
Litopenaeus vannamei,1488.5483481393023,1.6775599626136475,71.74586155105044,106797,0.035558166186695724,3.7975054742405434,125.0,0.8735596310727556,0.12644036892724442,1.3078854039964123,22.592470759106302,93294,2107.7419670000636,14159.714527477447
Litopenaeus vannamei,4606.4441603463765,1.5135287267423307,67.47293420912216,310810,0.07062281493625171,21.95027711033639,121.0,0.9119221189617149,0.08807788103828507,1.0005759774917216,17.366293283007437,283435,4922.215336669213,10685.498760716751
Litopenaeus vannamei,1440.4960804629238,1.3678159411004196,56.27223346023744,81060,0.010498231457591094,0.850986641952334,131.0,0.8997460107776817,0.10025398922231832,1.342172337737031,23.820891470856665,72933,1737.3290776439892,12060.630370376808
Litopenaeus vannamei,9885.646809097556,1.2638495276987842,49.2773148048004,487138,1.6321594908110428,795.0869100347097,134.0,0.8274609144928045,0.17253908550719554,1.487632966682395,26.795832762138083,403088,10801.078636424716,10926.021174947002
Litopenaeus vannamei,2882.034322971509,1.469042014383394,45.959698464603065,132457,0.2576409873044341,34.12635225538342,128.0,0.825181082350551,0.174818917649449,1.5567583701887853,25.60400375776546,109301,2798.543214727523,9710.304948214833
Litopenaeus vannamei,315.5825492651,1.1006981632378794,144.8645448565415,45717,0.01950389606679405,0.8916596164856236,117.0,0.8643925944419704,0.13560740555802964,0.9725731048553362,16.275368648648843,39517,643.1537428886563,20379.889331218546
Litopenaeus vannamei,452.2553193444458,1.1947535897000043,117.64736983918205,53207,0.02956973845051018,1.573317073736295,128.0,0.9124362525963233,0.08756374740367667,1.1643929694040096,21.134777457427454,48548,1026.051176003188,22687.43190219348
Litopenaeus vannamei,2371.70666233496,1.1269298948305355,88.35821212602235,209560,1.3621337334924513,285.4487451906781,126.0,0.8332743362377459,0.16672566376225406,1.4394977196202086,25.052521158960303,174621,4374.696297298807,18445.351471045287
Litopenaeus vannamei,4485.792284113846,0.8,75.75838858324232,339836,0.021509831805604958,7.309815201489567,114.0,0.9146263031745416,0.08537369682545837,1.3722251363897389,21.726521600498735,310823,6753.102623431819,15054.42560804144
Litopenaeus vannamei,2835.5531734062415,1.5383468750169482,28.10767087925041,79701,0.11976039137147133,9.545022952697636,130.0,0.8933474582843919,0.10665254171560812,1.0136931383487926,18.945490103563337,71201,1348.937840863813,4757.229924358589
