species,pond_area_m2,pond_depth_m,stocking_density_per_m2,stocking_count,initial_average_weight_g,initial_biomass_kg,culture_days,survival_rate,mortality_rate,growth_rate_g_week,density_growth_multiplier,effective_growth_rate_g_week,harvest_average_weight_g,surviving_count,production_kg,production_kg_per_ha
Litopenaeus vannamei,279.27211663609035,1.33860114334781,74.72587172978274,20869,0.11963810021819428,2.4967275134534965,139.0,0.9074452712370884,0.0925547287629116,1.3572506569736353,0.8886140473252866,1.2060719995282463,23.373581421707836,18937,442.6255113828813,15849.255439978313
Litopenaeus vannamei,1212.8614531930866,1.4186490639919962,53.633238464079255,65050,0.13732004547679225,8.932668958265337,134.0,0.8794634916532522,0.12053650834674778,1.8087313918820258,0.9358615458404624,1.692722156416884,27.40869280925612,57209,1568.0239069247334,12928.301932562987
Litopenaeus vannamei,281.2177897081272,0.9379883569614346,74.2534467178248,20881,0.09292630047750718,1.9403940802708273,146.0,0.9191001011478149,0.08089989885218507,1.4443859045441056,0.8896722793520724,1.2850300999597593,25.365619584539452,19192,486.81697106648113,17311.03041424737
Litopenaeus vannamei,2066.334112437081,1.3859275463548455,58.99670626711602,121907,0.3882331231205248,47.32833534025382,143.0,0.9416418703588277,0.05835812964117226,0.8692903334615878,0.92384737796166,0.803091595255905,16.794247140491155,114793,1927.8620119984012,9329.865874036399
Litopenaeus vannamei,2546.0740564559505,1.2574142134697173,135.16563699272754,344142,0.03680626464137311,12.666581526211427,133.0,0.897981166985708,0.10201883301429204,1.3053922420003417,0.7532289731362903,0.9832592579819972,18.718732166299322,309033,5784.705957547979,22720.100944746653
Litopenaeus vannamei,218.86918694586174,2.060651090182942,112.55110239852313,24634,0.4078972799739467,10.048141594878203,113.0,0.8673334981133685,0.13266650188663154,1.1767184546335219,0.8038855306273082,0.9459469393020148,15.678183585849327,21366,334.98007049525677,15305.03563199673
Litopenaeus vannamei,2365.7058584096217,1.3707418887863976,71.75403689444475,169749,0.11379115823711781,19.315935319592512,136.0,0.8336121083646317,0.16638789163536827,1.8192892165936985,0.8952709573564437,1.6287567986480949,27.21913116206332,141505,3851.64315508777,16281.158291069583
Litopenaeus vannamei,835.9332818194467,1.5308870909228145,77.55788531081214,64833,0.040827467504597606,2.6469672007255767,129.0,0.7230774941511801,0.27692250584881994,1.39560618796738,0.8822703369037808,1.2313019416429816,22.218759799538358,46879,1041.5932406425586,12460.243697624812
Litopenaeus vannamei,248.30469022993003,1.245871008846331,38.04337745384375,9446,0.19111877323705467,1.8053079319972185,167.0,0.8669413119237973,0.1330586880762027,1.3427163942412326,0.97078283450339,1.303486027135675,28.66029316762861,8189,234.69914074971066,9452.06232441197
Litopenaeus vannamei,128.23723787266167,1.4482616672134827,40.87453377320877,5242,0.8918238690553872,4.6749407215883405,129.0,0.9095387589201935,0.09046124107980646,1.1182849311577805,0.9644410443480124,1.078519886884455,20.71153499436822,4768,98.75259885314766,7700.774010058454
Litopenaeus vannamei,2852.1557984665915,2.0550020680866505,136.8589753945794,390343,0.22799360754898662,88.99570875149408,106.0,0.9339981955620876,0.06600180443791237,1.4196806371718376,0.7494358951161422,1.0639596290979312,16.33938227674623,364580,5957.01199045614,20885.997860491407
Litopenaeus vannamei,182.07094386767716,1.3626165564869657,134.595794110959,24506,0.5560107268926984,13.625598873232466,123.0,0.8617243527852889,0.13827564721471108,1.4818554875244583,0.7545054211914518,1.1180679987595055,20.180724880167958,21117,426.15636729450677,23406.061299062767
Litopenaeus vannamei,1305.0918667389572,1.3896591189908452,37.14461195397512,48477,0.04971120059441038,2.409849871215232,99.0,0.887812508016236,0.11218749198376399,1.171456875941431,0.9727960692230957,1.1395886441801917,16.16675059685712,43038,695.7846121875368,5331.307549453197
Litopenaeus vannamei,9053.472489545109,1.6872368376662623,66.7001561896611,603868,0.3058086638243724,184.6680662062961,130.0,0.8648810935379785,0.13511890646202152,0.7902624672251625,0.9065916501351591,0.7164453542015421,13.611222384710155,522274,7108.7875597521115,7852.001061428411
Litopenaeus vannamei,460.6246983683446,1.347404718664889,110.3523929835622,50831,1.4012320559940674,71.22602663823444,99.0,0.9025694880903704,0.09743051190962959,1.3266961850107535,0.8088106397168207,1.073045990108413,16.577168201813052,45879,760.543899930981,16511.14025420326
Litopenaeus vannamei,2458.644767818687,1.6042347730752342,60.98668190846057,149945,0.22054856563703332,33.07015467444496,114.0,0.8044574369671446,0.19554256303285544,1.1502266344422598,0.9193898325250484,1.0575066728057192,17.44280009418732,120624,2104.0203185612513,8557.642592784729
Litopenaeus vannamei,451.1210834353109,1.584784535638015,25.512561496519282,11509,0.03231233841366664,0.3718827028028894,127.0,0.8903511995866746,0.10964880041332536,1.8191493452015166,0.9988518622477968,1.817060711161395,27.15385301166124,10247,278.24553181049276,6167.868052001435
Litopenaeus vannamei,111.79904817664378,1.688364234414044,137.33412023246768,15354,0.14277187971473737,2.1921194411400773,143.0,0.8483162995504028,0.15168370044959723,1.1448443438194496,0.7483715706792724,0.8567689597674424,17.64533777210677,13025,229.8305244816907,20557.46701157561
Litopenaeus vannamei,266.59498678370227,1.1581428875994726,83.37031755828562,22226,0.06868302881095621,1.5265489983523128,107.0,0.85163032058009,0.14836967941990997,1.163900020647176,0.8692504886694402,1.0117206617099292,15.533556000662731,18928,294.0191479805442,11028.682554300694
Litopenaeus vannamei,399.68027237323446,0.8315202979331275,106.10314018996735,42407,0.03820586670682224,1.6201961894362107,119.0,0.859397684135862,0.14060231586413796,1.449574047042503,0.8183289659744731,1.1862284310197238,20.172048813453817,36444,735.1501469575109,18393.455913956237
Litopenaeus vannamei,4292.582921735796,0.801629065190568,26.63227007337655,114321,0.04050864873723612,4.63098923228957,136.0,0.9192689340285838,0.08073106597141622,1.1246899952703608,0.9963437150356366,1.1205778081510838,21.616786110249567,105092,2271.7512858983473,5292.271174064395
Litopenaeus vannamei,875.7538393206602,0.9083618628424679,31.54590047336029,27626,0.027851913006024645,0.7694369487044369,125.0,0.8388312458196189,0.16116875418038112,1.5064713576912794,0.985337182939673,1.4843822437668297,24.402287700487367,23174,565.4986151710942,6457.278173165223
Litopenaeus vannamei,106.96166655210604,2.0837260688776356,99.31066830528405,10622,0.15740823997196693,1.6719903249822328,123.0,0.8544634236587954,0.14553657634120465,2.047813030221455,0.8335441029961637,1.7069424753797986,25.946788581370903,9076,235.4930531645223,22016.584142301355
Litopenaeus vannamei,407.0693732512666,1.51719466723961,62.00642868192295,25241,0.01554384104074101,0.3923420917093438,108.0,0.8726603383145941,0.1273396616854059,1.2082739622266059,0.9171055997524926,1.108114816793152,17.112172442992232,22027,376.92982240178986,9259.596697026065
Litopenaeus vannamei,4610.927926746679,1.2746673019159307,75.78153200825497,349423,0.04228195145899047,14.774286324654826,125.0,0.8091779586561105,0.19082204134388947,0.9425547231600898,0.8862493683015089,0.8353385279902332,14.959041379856012,282745,4229.594154947388,9172.978242432977
Litopenaeus vannamei,1312.6866162663596,1.572965413656126,45.129795515385,59241,0.15501880050604147,9.183468760778403,122.0,0.8734788060878356,0.12652119391216443,1.8095028412640608,0.9549092580455376,1.7279110155827566,25.943615883681275,51746,1342.478347516971,10226.952350099731
Litopenaeus vannamei,146.90516562467846,1.4774762554927063,45.55456582224158,6692,0.06640632222744995,0.4443911083460951,131.0,0.8333753715152625,0.16662462848473747,0.9219657241425556,0.9539577725581788,0.8795163685780207,16.525926934187552,5577,92.16509451196399,6273.781736677152
Litopenaeus vannamei,130.90354909073992,1.3114869699844598,105.16322702812774,13766,0.15680596739641134,2.1585909471789986,171.0,0.8050627604003501,0.19493723959964993,1.2214181569180418,0.8204343714569938,1.0020934378572135,24.626831108791976,11082,272.9145423476327,20848.52123898133
Litopenaeus vannamei,582.0696877710454,1.4415480808212027,75.24583414668624,43798,0.29267554249412153,12.818603410157536,113.0,0.7383021535111969,0.2616978464888031,1.8779469285064587,0.8874493315114228,1.6665827463169864,24.317867053971682,32336,786.3425490572282,13509.422764624924
Litopenaeus vannamei,1153.5722125358095,1.691258978662034,65.12473371826547,75126,0.05417440683137438,4.069906487613832,122.0,0.720671664531859,0.27932833546814095,1.3723898862346833,0.9101205964710853,1.249040301850795,21.45965067908606,54141,1161.8469474163985,10071.73139913278
Litopenaeus vannamei,4177.658143937302,1.8980798589348042,25.33383776746431,105836,0.012804059623272742,1.355130454288694,105.0,0.8702444070743646,0.12975559292563543,0.7769235292041229,0.99925220340088,0.7763425484312076,11.657942286091387,92103,1073.731458375875,2570.175493976439
Litopenaeus vannamei,2079.003215530001,1.962426106567395,72.3680916138019,150453,0.21496822374997707,32.3426141678553,117.0,0.8876694055450793,0.11233059445492066,1.1566300767995403,0.8938954747850838,1.033906391651433,17.495975055638215,133553,2336.6399566056507,11239.232047122978
Litopenaeus vannamei,672.7903949358891,1.9098118023526789,58.54470718297817,39388,0.024444447715227757,0.9628179066073909,134.0,0.9188016029889376,0.08119839701106235,1.4236148479545478,0.9248598559101289,1.3166442231507631,23.971290518364796,36190,867.5210038596219,12894.372606824878
Litopenaeus vannamei,7887.788630910237,1.1114179926003893,29.10373359535899,229564,0.023673994245268778,5.434696814920882,151.0,0.8817289801422048,0.1182710198577952,1.568011587192323,0.9908076367463958,1.5535978550969907,28.71332250478006,202413,5811.9497481600465,7368.287894257834
Litopenaeus vannamei,379.5851472718884,1.4153235215850324,77.59159636959919,29453,1.2464777424589464,36.71250894864335,120.0,0.7363951342300243,0.26360486576997566,0.8930080979522497,0.8821948241320978,0.7878071219215241,14.751742689685074,21689,319.9505471965796,8428.953279549847
Litopenaeus vannamei,887.6082084749496,1.3519082609446058,86.45318795850416,76737,0.08195483514542011,6.288968184554102,145.0,0.8571326632513377,0.14286733674866225,1.518495046444288,0.8623448589729507,1.3094663966771236,25.503475253323735,65774,1677.4655813121153,18898.716407707234
Litopenaeus vannamei,1989.0106341725957,1.3559054911513415,76.92877826026088,153012,0.08945941744643363,13.688364382313702,130.0,0.7557321921889952,0.24426780781100477,0.841385639824177,0.8836795366970156,0.7435152723833508,13.897600190280093,115636,1607.0628956032288,8079.709922072627
Litopenaeus vannamei,1051.589443102688,1.998774759442377,38.317470959499786,40294,0.21259236140709772,8.566196610537595,136.0,0.8528296540094399,0.14717034599056011,2.064834286579997,0.9701688650507205,2.0032379363291297,29.55085931073249,34364,1015.4857293540114,9656.674817482444
Litopenaeus vannamei,2480.5803996492746,1.5706040484469523,149.4124321541783,370630,0.13119728338224895,48.62564913996293,140.0,0.7809962134349375,0.21900378656506247,1.4360347615924725,0.7213161519746406,1.0358350683337028,20.81856530636704,289461,6026.16273214631,24293.357848825784
Litopenaeus vannamei,1225.176939158623,1.2073476921669812,103.10396492621966,126321,0.06257160071920607,7.90410717445083,119.0,0.8134853515336646,0.18651464846633536,1.3903067784302308,0.8250471185652679,1.1470686014656222,19.562737825634784,102760,2010.2669389622304,16407.972389218812
Litopenaeus vannamei,418.60004653642744,1.5014974710624718,38.018716749475196,15915,0.01118887089345397,0.17807088026931994,130.0,0.8770624331941281,0.12293756680587187,1.314622563372007,0.9708380744811755,1.2762856380935865,22.90972202824108,13958,319.77390007018903,7639.127198290019
Litopenaeus vannamei,169.5316125465996,2.0243226736293507,134.47121468061005,22797,0.11861049081020833,2.703963359000319,116.0,0.9406574933889948,0.05934250661100515,1.2070344752148898,0.7547844791154334,0.9110508876494412,15.216025200429522,21444,326.2924443980107,19246.70210450112
Litopenaeus vannamei,1248.242167430933,1.1688533995322894,78.08125231608457,97464,0.7423841793379508,72.35573165499403,137.0,0.9332744090193508,0.06672559098064923,0.899908669324841,0.8810979948119706,0.7929077240560262,16.260721064434463,90961,1479.0914487420232,11849.394991888572
Litopenaeus vannamei,1688.5012976077955,1.0327336946852914,88.11831638734537,148788,0.26047066175924927,38.75490882183518,146.0,0.9321842386572464,0.06781576134275358,1.0049818412417704,0.8586149712923463,0.8628924547671321,18.257941861188005,138698,2532.340020263054,14997.560403718833
Litopenaeus vannamei,1270.0102923594018,1.5859542050686224,73.67373438227281,93566,0.6727388914436345,62.94548711681511,105.0,0.9043039239387212,0.09569607606127883,1.1742190071013674,0.8909708349837089,1.0461948892108468,16.365662229606336,84612,1384.7314125714513,10903.308586569978
Litopenaeus vannamei,452.5038421372715,1.0273404699502637,125.99570240105584,57014,0.2943509911742062,16.78212741080619,159.0,0.8440541253457136,0.15594587465428644,1.8196969141931962,0.773769626621635,1.4080262018598106,28.719056802496063,48123,1382.0471705065181,30542.21957495027
Litopenaeus vannamei,174.3326591547675,1.2692475672665793,25.911258671486728,4517,0.6611447878366092,2.9863910066579638,128.0,0.87450851092255,0.12549148907745,0.8313279119456094,0.9979587805758697,0.8296309892639243,15.831540020091223,3950,62.53458307936033,3587.0836470086733
Litopenaeus vannamei,9965.961115413276,1.2410768991680512,102.277026132056,1019289,0.48771350734031466,497.121013183402,115.0,0.8995719785918885,0.10042802140811147,1.0440720883626975,0.8268994614641946,0.8633426475969115,14.671199860718145,916924,13452.375261089124,13498.322043705135
Litopenaeus vannamei,8944.623268279383,1.3973565348076782,139.4501923934998,1247329,0.905855245951587,1129.8995180775469,133.0,0.8232036286584857,0.17679637134151427,1.2868253730511454,0.7436315690385604,0.9569239712406541,19.087410699524014,1026806,19599.067830735457,21911.56322954404
Litopenaeus vannamei,301.27031169302796,1.4167073135869765,141.3007592232769,42570,0.02984631107951226,1.270557462654837,139.0,0.7715092492302873,0.2284907507697127,1.5532128699033105,0.7394862993398597,1.148579637251842,22.47031738920906,32843,737.9926340137932,24496.029159546026
Litopenaeus vannamei,363.4739825533025,1.8610491274952563,72.12050861156936,26214,0.03036174668207313,0.795902827523865,143.0,0.7525698121407902,0.24743018785920978,2.288442986128864,0.8944500607100846,2.04689796787453,30.672521754022128,19728,605.1075091633486,16647.890583877244
Litopenaeus vannamei,111.98230110951562,1.6119216242471333,43.21179874458063,4839,1.2392643807513524,5.996800338455794,143.0,0.8889601121458174,0.11103988785418262,1.750943637444021,0.9592055708121394,1.6795148912143758,29.25824140209356,4302,125.86895451180649,11240.075732031091
Litopenaeus vannamei,1276.629024927032,1.2833283920189038,38.94410949513193,49717,0.561189845650193,27.900675556190645,138.0,0.857029490020611,0.14297050997938898,1.6337177433603927,0.9687651947309045,1.5826888877818646,27.43214340292264,42609,1168.8561982551307,9155.801532257492
Litopenaeus vannamei,1102.476605551885,1.6185229275965678,31.953779897551325,35228,0.21864756098484134,7.702516278373991,125.0,0.807052590211369,0.192947409788631,0.7824477335428978,0.984423533029485,0.7702599622652125,13.97328974429221,28431,397.27460071997183,3603.4742027120064
Litopenaeus vannamei,672.0947243027827,1.558044165899292,38.44164413320993,25836,0.1587686190960911,4.10194604296661,160.0,0.834059283584033,0.16594071641596697,1.3057299158495863,0.9698907171416098,1.266415324476609,27.18990400001358,21549,585.9152412962926,8717.74796185328
Litopenaeus vannamei,3616.4473223678574,1.539283016530204,72.57799421027448,262474,0.11139075831167974,29.237177897099826,133.0,0.8616068051462116,0.13839319485378843,1.3650587903254958,0.8934252929689852,1.2195780496664446,22.692221053726023,226149,5131.823099079086,14190.233236188938
Litopenaeus vannamei,515.3050195114911,1.7180299965185606,49.1935590486799,25350,0.014768244996447598,0.3743750106599466,101.0,0.9218457027785856,0.07815429722141443,1.4370401846886576,0.945806427730957,1.3591618435862138,19.625531988168962,23369,458.62905703152046,8900.14728492846
Litopenaeus vannamei,512.3833602714548,1.6844065102016756,108.79048602025628,55742,0.20920018482496378,11.661236702513131,125.0,0.9229973147307848,0.07700268526921517,1.567337613124615,0.8123093113146259,1.2731629371147657,22.312549751075203,51450,1147.980684692819,22404.722200280514
Litopenaeus vannamei,185.40056795674604,1.1805713157935804,44.01116997134974,8160,0.12023836539480814,0.9811450616216345,138.0,0.9363656775250709,0.06363432247492906,0.8452431860274162,0.9574149792641766,0.8092484874236253,16.073994260317708,7641,122.8213901430876,6624.650155966179
Litopenaeus vannamei,217.66625286735362,1.3983464390993023,75.26001263569825,16382,1.8302605025838419,29.983327553328497,170.0,0.8628453654461982,0.13715463455380184,1.9860418258675168,0.887417571696036,1.7624484143981132,33.97634049129249,14135,480.25557284441936,22063.85080451991
Litopenaeus vannamei,2109.0105170190773,2.059536740607725,46.077126176365795,97177,0.16517017388340766,16.050741987467905,143.0,0.8647625140166383,0.13523748598336172,1.2055974163599334,0.9527872373649406,1.1486778317078912,23.161040639171993,84035,1946.3380501128183,9228.678730648608
Litopenaeus vannamei,128.28982211029742,1.5094525241426868,88.96336640917401,11413,1.2801510255929358,14.610363655092176,123.0,0.8339052369511573,0.16609476304884274,1.4030958613381121,0.8567220592434502,1.2020631756415499,21.998329458383914,9517,209.3581014554397,16319.151278847645
Litopenaeus vannamei,2021.5177782159496,1.7224732398177212,29.802370984647805,60246,0.1076039901106357,6.482709988205359,132.0,0.9025648865738878,0.09743511342611222,0.8536742815226956,0.9892426889943889,0.8444910417788645,16.03229220651208,54376,871.7719210213008,4312.46230142317
Litopenaeus vannamei,2980.593844491473,1.1416964751375458,92.16919970571436,274719,0.18258127387517256,50.15854497771353,134.0,0.7878425855351132,0.21215741446488678,1.2305825149261085,0.8495409926591998,1.0454302912793807,20.186625540009103,216435,4369.09229875187,14658.462463198475
Litopenaeus vannamei,132.30517858111702,1.8963390986483333,131.99207993557462,17463,0.15901962977198558,2.7769597947081843,143.0,0.8504785097732332,0.14952149022676675,1.5742326319155613,0.7603377409443128,1.1969484830714978,23.85226872980035,14852,354.25389517499485,26775.512415623238
Litopenaeus vannamei,108.60602497721065,1.3520294827634638,41.397440755840975,4496,0.4694757834981503,2.1107631226076835,142.0,0.9076055700445609,0.09239442995543912,1.4253419114188146,0.9632697327069162,1.3729887220283665,26.060889344946606,4081,106.35448941672709,9792.687784958891
Litopenaeus vannamei,5409.210055031522,1.720172101332814,75.10765999163343,406273,1.6695657734949527,678.2994954951149,162.0,0.853876885627058,0.146123114372942,1.5576572685648897,0.8877588416187411,1.3828240123801787,29.88706026458781,346907,10368.030415207364,19167.365123052048
Litopenaeus vannamei,110.70942269153552,1.7130647950967886,68.81759549299687,7619,0.3382142004580731,2.576853993290059,134.0,0.8403947161087715,0.15960528389122852,1.0688367903259182,0.901848586095687,0.9639289481224815,18.79056835023129,6403,120.31600914653096,10867.729794035855
Litopenaeus vannamei,5357.069421530691,1.570417981615165,75.66412187078332,405338,0.07954731547186845,32.243549758736215,114.0,0.8951392904661192,0.10486070953388082,1.7299785100279226,0.8865123670094454,1.533647343800327,23.296774706445746,362834,8452.861953838537,15778.891943915254
Litopenaeus vannamei,9267.470745653816,1.5134163380311856,69.64008362445469,645387,1.6365507080378652,1056.2085518084336,118.0,0.8498576658246861,0.15014233417531386,0.8250702564047341,0.9000062126812215,0.742568356662749,14.154131577495633,548487,7763.357166545848,8376.996679689164
Litopenaeus vannamei,1934.584970734148,1.6739689818068104,68.04513180198379,131639,0.4690049242029912,61.739339217157564,98.0,0.7732998498145293,0.22670015018547074,1.0787161754530068,0.9035789047635563,0.9747051803665601,14.114877449334832,101796,1436.8380648324885,7427.112722204331
Litopenaeus vannamei,1162.310684049259,1.8222175530311024,53.45095953673284,62127,0.8459622830412872,52.55709875850605,119.0,0.8072708164076675,0.1927291835923325,0.9938987233865815,0.9362698506377184,0.9305574092941736,16.66543824104224,50153,835.8217241029914,7191.035370948798
Litopenaeus vannamei,3743.0366942494084,1.3360676617905503,52.71745558141187,197323,0.09424138222538213,18.595992264859078,101.0,0.8656226488280396,0.13437735117196037,1.2986635630923387,0.9379128994976375,1.2180333079318684,17.668721968099483,170807,3017.941393205168,8062.815408253315
Litopenaeus vannamei,162.9886460610198,1.0859495061671005,46.076460407094416,7510,0.715275925448953,5.371722200121637,127.0,0.8828875463722696,0.11711245362773037,1.0941119234016587,0.9527887286881085,1.0424575085403676,19.628433580395622,6630,130.13651463802296,7984.391415172708
Litopenaeus vannamei,3384.3087358928888,1.1806806750121572,74.17345834099802,251026,0.1829008826604121,45.9128769707126,99.0,0.8411764240918114,0.15882357590818863,1.798655053080911,0.8898514533161644,1.6005358129985114,21.761316563509908,211157,4595.054321601062,13577.526993525724
Litopenaeus vannamei,303.1271581913452,1.5314416462242961,76.0461853381261,23052,0.018702918082708853,0.4311396676426045,118.0,0.8672452895329021,0.13275471046709786,1.5347399851787844,0.8856565448425976,1.3592525125052217,22.15693307412763,19992,442.9614060179596,14613.055744030225
Litopenaeus vannamei,574.1024501177496,1.7019345938086554,30.859034510827183,17716,0.08355236031584228,1.4802136153554617,147.0,0.8675005411187859,0.13249945888121406,1.3991571393801017,0.9868757626957471,1.3807942690569375,26.57609335003483,15369,408.44797869668537,7114.5486073593975
Litopenaeus vannamei,1390.8182893842477,1.4122168380395221,132.45563911389482,184222,0.24373971214742823,44.902217251223526,139.0,0.9029517953608333,0.09704820463916675,1.1711518337743412,0.7592993683848756,0.8892548476676461,17.901800258690685,166344,2977.8570622316433,21410.82760387067
Litopenaeus vannamei,373.5070050587567,1.7780034655418575,66.43124056491747,24813,0.09064359564006123,2.249139538616839,144.0,0.9354257527247369,0.06457424727526306,1.400500259660607,0.9071940211345848,1.2705254621615363,24.90125351607133,23211,577.9829953615316,15474.488765494736
Litopenaeus vannamei,383.8409914337268,1.85371229750568,39.4413374586812,15139,0.770384874182383,11.662856610247095,156.0,0.8752845369001023,0.12471546309989767,1.6689149511328125,0.9676514040925541,1.6149278957747224,30.3783002295637,13251,402.54285634194855,10487.229486313234
Litopenaeus vannamei,1045.2569195426834,1.4910965572123627,47.33604925561391,49478,0.2710098595348929,13.409025830067431,122.0,0.8690427739591486,0.13095722604085136,1.8842901848800762,0.9499672496674249,1.7900139645058495,26.40687521185421,42998,1135.4428203593072,10862.810847079412
Litopenaeus vannamei,740.5179646890332,1.6186129358635533,35.59961158420399,26362,0.8703518766657254,22.944216172661854,134.0,0.9152054979496682,0.08479450205033179,1.6030850411485884,0.9762568700513831,1.5650227846979134,26.919617768724486,24127,649.4896179060157,8770.747623641471
Litopenaeus vannamei,6088.158443196834,1.2612120633925241,74.04797283065201,450816,1.0103483672758764,455.48120954184145,166.0,0.8866579402319206,0.11334205976807943,1.9211447390536325,0.8901325408593395,1.7100734479323625,32.609703244050664,399720,13034.75058071193,21410.005508771723
Litopenaeus vannamei,311.89556634140934,1.3468521678927998,50.066159070357514,15615,0.498644712108259,7.786337179570464,143.0,0.8619347949182048,0.1380652050817952,1.1044818305103135,0.9438518036823992,1.0424671678615973,21.721646271499402,13459,292.35163716811047,9373.382270144053
Litopenaeus vannamei,1002.2408497424343,1.4922489820102607,114.41902754344089,114675,0.040870178310108474,4.686787697711689,113.0,0.8420379432735233,0.15796205672647667,1.2995720013941354,0.7997013783026924,1.0392695207184786,16.81764958419412,96561,1623.9290614993681,16202.982166579033
Litopenaeus vannamei,8686.846553344967,1.3583034137919736,79.48669182290314,690489,0.02571114178880099,17.753260582607407,128.0,0.7986367358674414,0.20136326413255856,2.0524955894562886,0.8779498103166969,1.8019881134390057,27.201130148202274,551450,15000.063220226144,17267.55863374863
Litopenaeus vannamei,9925.706570349175,1.866322898613636,47.188552765945644,468380,0.041684435496106564,19.52415589766639,138.0,0.931666867513518,0.06833313248648198,1.1275049852371013,0.9502976418042818,1.0714653285933888,21.08716355560139,436374,9201.889909412,9270.765606652714
Litopenaeus vannamei,7177.90289588778,1.1577494644969197,34.523286509277256,247805,0.02183387570936256,5.410543570158589,141.0,0.8801742248048867,0.11982577519511328,1.2288955109398438,0.978667838219219,1.2026805130887996,23.531491192492272,218112,5132.500606976874,7150.418000105969
Litopenaeus vannamei,1479.5074703532011,1.3478858331351737,28.069477110343577,41529,0.33322316717016687,13.83842490940986,149.0,0.8042671033599933,0.1957328966400067,1.1681211794288087,0.9931243712728304,1.1600896118907127,24.332905958453306,33400,812.7190590123404,5493.1730680502815
